YEAR,LEGAL_NAME,ICAO,ICAO_COUNTRY_NAME,TRAFFIC,OUT_OF_BUSINESS
2023,AIRBUS TRANSPORT,BGA,FRANCE,3209,NO
2019,SPECIAL PURPOSE AVIATION OPERATOR - SAO,BGF,BULGARIA,278,NO
2023,SPECIAL PURPOSE AVIATION OPERATOR - SAO,BGF,BULGARIA,244,NO
2024,SPECIAL PURPOSE AVIATION OPERATOR - SAO,BGF,BULGARIA,237,NO
2025,SPECIAL PURPOSE AVIATION OPERATOR - SAO,BGF,BULGARIA,182,NO
2019,BH AIR,BGH,BULGARIA,2038,NO
2023,BH AIR,BGH,BULGARIA,1826,NO
2024,BH AIR,BGH,BULGARIA,1587,NO
2025,BH AIR,BGH,BULGARIA,981,NO
2024,SUN AIR BULGARIA AD,BGS,BULGARIA,10,NO
2025,SUN AIR BULGARIA AD,BGS,BULGARIA,8,NO
2023,SUN AIR BULGARIA AD,BGS,BULGARIA,1,NO
2019,BLU HALIKN LTD.,BHK,UNITED KINGDOM,78,NO
2019,BRISTOW HELICOPTERS LTD,BHL,UNITED KINGDOM,1781,NO
2023,BRISTOW HELICOPTERS LTD,BHL,UNITED KINGDOM,834,NO
2024,BRISTOW HELICOPTERS LTD,BHL,UNITED KINGDOM,195,NO
2025,BRISTOW HELICOPTERS LTD,BHL,UNITED KINGDOM,2,NO
2025,BULGARIA HELI MED SERVICE EAD,BHM,BULGARIA,3,NO
2024,BAHAMASAIR,BHS,BAHAMAS,13,NO
2023,DC AVIATION,BHZ,SWITZERLAND,341,NO
2024,DC AVIATION,BHZ,SWITZERLAND,292,NO
2025,DC AVIATION,BHZ,SWITZERLAND,88,NO
2019,DC AVIATION,BHZ,SWITZERLAND,9,NO
2019,M&N AVIATION,BIA,PUERTO RICO,3,NO
2025,BINAIR AEROSERVICE GMBH,BID,GERMANY,705,NO
2024,BINAIR AEROSERVICE GMBH,BID,GERMANY,607,NO
2023,BINAIR AEROSERVICE GMBH,BID,GERMANY,521,NO
2025,AVIO BRAVO LTD,BIK,BULGARIA,20,NO
2024,AVIO BRAVO LTD,BIK,BULGARIA,1,NO
2025,BIOFLIGHT AS,BIO,DENMARK,419,NO
2023,BIOFLIGHT AS,BIO,DENMARK,296,NO
2024,BIOFLIGHT AS,BIO,DENMARK,263,NO
2019,BIOFLIGHT AS,BIO,DENMARK,199,NO
2024,IRBIS,BIS,KAZAKHSTAN,2,NO
2025,IAM AIR LIMITED,BIS,CHINA,1,NO
2024,BRAATHENS INTERNATIONAL AIRWAYS AB,BIX,SWEDEN,3891,YES
2025,BRAATHENS INTERNATIONAL AIRWAYS AB,BIX,SWEDEN,2791,YES
2023,BRAATHENS INTERNATIONAL AIRWAYS AB,BIX,SWEDEN,2394,YES
2019,BEIJING AIRLINES CO,BJN,CHINA,276,NO
2023,BEIJING AIRLINES CO,BJN,CHINA,216,NO
2025,BEIJING AIRLINES CO,BJN,CHINA,133,NO
2024,BEIJING AIRLINES CO,BJN,CHINA,85,NO
2019,AEROJET AIRCOMPANY,BJU,UKRAINE,19,NO
2025,BANGKOK AIRWAYS,BKP,THAILAND,1774,NO
2024,BANGKOK AIRWAYS,BKP,THAILAND,1488,NO
2023,BANGKOK AIRWAYS,BKP,THAILAND,1460,NO
2019,BANGKOK AIRWAYS,BKP,THAILAND,17,NO
2019,BUKOVYNA,BKV,UKRAINE,2926,NO
2019,BLUELINK JETS AB,BLJ,SWEDEN,278,NO
2025,ASTONFLY,BLT,FRANCE,3305,NO
2023,ASTONFLY,BLT,FRANCE,2707,NO
2024,ASTONFLY,BLT,FRANCE,2622,NO
2019,EXO -2T N&S AMERICA,BLT,USA,1,NO
2019,WERMLANDSFLYG AB,BLW,SWEDEN,310,NO
2023,WERMLANDSFLYG AB,BLW,SWEDEN,122,NO
2024,TUIFLY NORDIC AB,BLX,SWEDEN,4712,NO
2019,TUIFLY NORDIC AB,BLX,SWEDEN,3931,NO
2023,TUIFLY NORDIC AB,BLX,SWEDEN,3848,NO
2025,TUIFLY NORDIC AB,BLX,SWEDEN,3668,NO
2019,BMI REGIONAL LTD,BMR,UNITED KINGDOM,2883,NO
2019,BLUE AIR AVIATION S.A.,BMS,ROMANIA,30103,YES
2019,BMW AG,BMW,GERMANY,396,NO
2023,BMW AG,BMW,GERMANY,360,NO
2024,BMW AG,BMW,GERMANY,308,NO
2025,BMW AG,BMW,GERMANY,259,NO
2019,BOND OFFSHORE HELICOPTERS LTD,BND,UNITED KINGDOM,523,NO
2023,OFFSHORE HELICOPTER SERVICES UK LTD,BND,UNITED KINGDOM,56,NO
2024,BARTOLINI AIR REGIONAL SP. Z.O.O.,BNI,POLAND,2495,NO
2025,BARTOLINI AIR REGIONAL SP. Z.O.O.,BNI,POLAND,2387,NO
2023,BARTOLINI AIR REGIONAL SP. Z.O.O.,BNI,POLAND,2106,NO
2019,BARTOLINI AIR,BNI,POLAND,570,NO
2025,AIR SERVICE LIEGE ASL NV,BNJ,BELGIUM,290,NO
2023,AIR SERVICE LIEGE ASL NV,BNJ,BELGIUM,5,NO
2025,BERNIQ AIRWAYS,BNL,LIBYA,2631,NO
2024,BERNIQ AIRWAYS,BNL,LIBYA,2096,NO
2023,BERNIQ AIRWAYS,BNL,LIBYA,2031,NO
2023,AVINCIS AVIATION NORWAY AS,BNO,NORWAY,14138,NO
2024,AVINCIS AVIATION NORWAY AS,BNO,NORWAY,14074,NO
2025,AVINCIS AVIATION NORWAY AS,BNO,NORWAY,13752,NO
2019,AVINCIS AVIATION NORWAY AS,BNO,NORWAY,6864,NO
2023,THE BOEING COMPANY,BOE,USA,199,NO
2024,MIL QATAR,BOE,QATAR,3,NO
2023,LIVE OAK BANKING CO,BOG,USA,2,NO
2024,"AIR BOHEMIA, S.R,O.",BOH,CZECH REPUBLIC,1498,NO
2019,"AIR BOHEMIA, S.R,O.",BOH,CZECH REPUBLIC,1098,NO
2023,"AIR BOHEMIA, S.R,O.",BOH,CZECH REPUBLIC,1033,NO
2025,"AIR BOHEMIA, S.R,O.",BOH,CZECH REPUBLIC,931,NO
2025,HAUTE AVIATION GMBH,BOM,AUSTRIA,734,NO
2024,HAUTE AVIATION GMBH,BOM,AUSTRIA,454,NO
2025,BOOKAJET LTD,BOO,UNITED KINGDOM,500,NO
2024,BOOKAJET LTD,BOO,UNITED KINGDOM,236,NO
2019,BOOKAJET LTD,BOO,UNITED KINGDOM,114,NO
2023,BOOKAJET LTD,BOO,UNITED KINGDOM,37,NO
2019,OPENSKIES,BOS,FRANCE,1467,YES
2019,BOLIVIANA AVIACION,BOV,BOLIVIA,521,NO
2025,BOLIVIANA AVIACION,BOV,BOLIVIA,467,NO
2024,BOLIVIANA AVIACION,BOV,BOLIVIA,439,NO
2023,BOLIVIANA AVIACION,BOV,BOLIVIA,393,NO
2025,AEROLOGIC GMBH,BOX,GERMANY,17006,NO
2024,AEROLOGIC GMBH,BOX,GERMANY,15648,NO
2023,AEROLOGIC GMBH,BOX,GERMANY,15255,NO
2019,AEROLOGIC GMBH,BOX,GERMANY,8534,NO
2019,BLUE PANORAMA (3) LI,BPA,ITALY,11221,YES
2019,BUNDESPOLIZEI-FLIEGERGRUPPE,BPO,GERMANY,1290,NO
2023,BUNDESPOLIZEI-FLIEGERGRUPPE,BPO,GERMANY,1104,NO
2025,BUNDESPOLIZEI-FLIEGERGRUPPE,BPO,GERMANY,969,NO
2024,BUNDESPOLIZEI-FLIEGERGRUPPE,BPO,GERMANY,715,NO
2024,BUDAPEST AIRCRAFT,BPS,HUNGARY,1907,NO
2025,BUDAPEST AIRCRAFT,BPS,HUNGARY,1645,NO
2023,BUDAPEST AIRCRAFT,BPS,HUNGARY,1396,NO
2019,BUDAPEST AIRCRAFT,BPS,HUNGARY,792,NO
2023,AXIS AVIATION,BQA,SWITZERLAND,920,NO
2024,AXIS AVIATION,BQA,SWITZERLAND,429,NO
2025,AXIS AVIATION AUSTRIA GMBH,BQB,AUSTRIA,402,NO
2024,AXIS AVIATION AUSTRIA GMBH,BQB,AUSTRIA,59,NO
2023,AXIS AVIATION AUSTRIA GMBH,BQB,AUSTRIA,26,NO
2019,BELRESCUEAVIA,BRA,BELARUS,8,NO
2025,BRIDGES AIR CARGO,BRD,MALTA,684,NO
2024,BRIDGES AIR CARGO,BRD,MALTA,538,NO
2023,BRIDGES AIR CARGO,BRD,MALTA,86,NO
2023,STAR AIR CARGO,BRH,SOUTH AFRICA,20,NO
2024,STAR AIR CARGO,BRH,SOUTH AFRICA,10,NO
2024,BAIRLINE,BRJ,AUSTRIA,533,NO
2023,BAIRLINE,BRJ,AUSTRIA,433,NO
2025,BAIRLINE,BRJ,AUSTRIA,381,NO
2023,MIL HUNGARY NAMA,BRK,HUNGARY,797,NO
2024,MIL HUNGARY NAMA,BRK,HUNGARY,737,NO
2019,MIL HUNGARY NAMA,BRK,HUNGARY,648,NO
2025,MIL HUNGARY NAMA,BRK,HUNGARY,593,NO
2019,2 EXCEL AVIATION LTD,BRO,UNITED KINGDOM,1522,NO
2024,2 EXCEL AVIATION LTD,BRO,UNITED KINGDOM,1198,NO
2023,2 EXCEL AVIATION LTD,BRO,UNITED KINGDOM,1190,NO
2025,2 EXCEL AVIATION LTD,BRO,UNITED KINGDOM,1094,NO
2019,BURAQ AIR,BRQ,LIBYA,675,NO
2025,BURAQ AIR,BRQ,LIBYA,389,NO
2023,BURAQ AIR,BRQ,LIBYA,137,NO
2024,BURAQ AIR,BRQ,LIBYA,21,NO
2023,MIL BRAZIL,BRS,BRAZIL,462,NO
2025,MIL BRAZIL,BRS,BRAZIL,243,NO
2019,MIL BRAZIL,BRS,BRAZIL,232,NO
2024,MIL BRAZIL,BRS,BRAZIL,204,NO
2019,BELAVIA AIRLINES,BRU,BELARUS,21828,NO
2025,BELAVIA AIRLINES,BRU,BELARUS,6862,NO
2024,BELAVIA AIRLINES,BRU,BELARUS,6315,NO
2023,BELAVIA AIRLINES,BRU,BELARUS,6042,NO
2019,BRAATHENS REGIONAL AIRWAYS AB,BRX,SWEDEN,23898,NO
2023,BRAATHENS REGIONAL AIRWAYS AB,BRX,SWEDEN,22826,NO
2024,BRAATHENS REGIONAL AIRWAYS AB,BRX,SWEDEN,21152,NO
2025,BRAATHENS REGIONAL AIRWAYS AB,BRX,SWEDEN,200,NO
2019,BURUNDAIAVIA,BRY,KAZAKHSTAN,3,NO
2023,AEROSTAN,BSC,KYRGYZSTAN,446,NO
2024,AEROSTAN,BSC,KYRGYZSTAN,254,NO
2025,AEROSTAN,BSC,KYRGYZSTAN,53,NO
2025,BLUESKY AIR JSC,BSF,VIETNAM,332,NO
2024,BLUESKY AIR JSC,BSF,VIETNAM,144,NO
2023,BLUESKY AIR JSC,BSF,VIETNAM,59,NO
2019,MIAMI AIR INTL,BSK,USA,345,NO
2025,ACL BARCELONASABADEL,BSO,SPAIN,506,NO
2023,ACL BARCELONASABADEL,BSO,SPAIN,300,NO
2024,ACL BARCELONASABADEL,BSO,SPAIN,289,NO
2023,CONTINENTAL EXPRESS,BTA,USA,1,NO
2019,AIR BALTIC CORPORATION,BTI,LATVIA,62196,NO
2025,AIR BALTIC CORPORATION,BTI,LATVIA,48096,NO
2024,AIR BALTIC CORPORATION,BTI,LATVIA,46891,NO
2023,AIR BALTIC CORPORATION,BTI,LATVIA,43935,NO
2023,BATIK AIR,BTK,INDONESIA,15171,NO
2024,BATIK AIR,BTK,INDONESIA,12223,NO
2025,BATIK AIR,BTK,INDONESIA,10273,NO
2025,BHUTAN AIRLINES,BTN,BHUTAN,32,NO
2025,BATOT AIR,BTO,BURKINA FASO,1,NO
2023,VOLKSWAGEN AIRSERV.,BTX,GERMANY,1816,NO
2025,VOLKSWAGEN AIRSERV.,BTX,GERMANY,1536,NO
2024,VOLKSWAGEN AIRSERV.,BTX,GERMANY,1394,NO
2019,EUROPEAN AIR CHARTER,BUC,BULGARIA,6709,NO
2023,EUROPEAN AIR CHARTER,BUC,BULGARIA,4311,NO
2024,EUROPEAN AIR CHARTER,BUC,BULGARIA,2066,NO
2025,EUROPEAN AIR CHARTER,BUC,BULGARIA,1520,NO
2019,AIR BUCHAREST,BUR,ROMANIA,864,NO
2025,FREEDOM II LLC,BUY,USA,109,NO
2024,FREEDOM II LLC,BUY,USA,96,NO
2023,FREEDOM II LLC,BUY,USA,33,NO
2025,BUL AIR LTD.,BVL,BULGARIA,486,NO
2024,BUL AIR LTD.,BVL,BULGARIA,429,NO
2023,BUL AIR LTD.,BVL,BULGARIA,351,NO
2019,BUL AIR LTD.,BVL,BULGARIA,16,NO
2019,ACM AIR CHARTER GMBH,BVR,GERMANY,956,NO
2024,ACM AIR CHARTER GMBH,BVR,GERMANY,813,NO
2023,ACM AIR CHARTER GMBH,BVR,GERMANY,744,NO
2025,ACM AIR CHARTER GMBH,BVR,GERMANY,665,NO
2025,CARIBBEAN AIRLINES,BWA,TRINIDAD AND TOBAGO,8762,NO
2023,CARIBBEAN AIRLINES,BWA,TRINIDAD AND TOBAGO,6347,NO
2024,CARIBBEAN AIRLINES,BWA,TRINIDAD AND TOBAGO,5232,NO
2019,HK BELLAWINGS JET,BWJ,CHINA,838,NO
2023,"BERRY AVIATION, INC.",BYA,USA,95,NO
2024,"BERRY AVIATION, INC.",BYA,USA,36,NO
2025,BEOND SIMDI,BYD,MALDIVES,727,NO
2024,BEOND SIMDI,BYD,MALDIVES,544,NO
2023,BEOND SIMDI,BYD,MALDIVES,79,NO
2019,BYSKY JSC,BYS,BELARUS,107,NO
2023,BYSKY JSC,BYS,BELARUS,18,NO
2025,BYSKY JSC,BYS,BELARUS,14,NO
2024,BYSKY JSC,BYS,BELARUS,10,NO
2019,ZENITH AVIATION LTD,BZE,UNITED KINGDOM,1493,NO
2023,ZENITH AVIATION LTD,BZE,UNITED KINGDOM,1360,NO
2024,ZENITH AVIATION LTD,BZE,UNITED KINGDOM,1007,NO
2025,ZENITH AVIATION LTD,BZE,UNITED KINGDOM,653,NO
2023,CAA CZECH REPUBLIC,CAA,CZECH REPUBLIC,57,NO
2024,CAA CZECH REPUBLIC,CAA,CZECH REPUBLIC,38,NO
2019,CAA CZECH REPUBLIC,CAA,CZECH REPUBLIC,34,NO
2025,CAA CZECH REPUBLIC,CAA,CZECH REPUBLIC,15,NO
2023,CYPRUS AIR FORCE,CAF,CYPRUS,12,NO
2019,MIL CHINA,CAF,CHINA,8,NO
2025,CYPRUS AIR FORCE,CAF,CYPRUS,7,NO
2024,CYPRUS AIR FORCE,CAF,CYPRUS,5,NO
2023,CORENDON AIRLINES,CAI,TÜRKIYE,19996,NO
2024,CORENDON AIRLINES,CAI,TÜRKIYE,18879,NO
2025,CORENDON AIRLINES,CAI,TÜRKIYE,18642,NO
2019,CORENDON AIRLINES,CAI,TÜRKIYE,15007,NO
2023,AIR CARAIBES ATLANT.,CAJ,FRANCE,129,NO
2019,AIR CARAIBES ATLANT.,CAJ,FRANCE,101,NO
2025,AIR CARAIBES ATLANT.,CAJ,FRANCE,63,NO
2024,AIR CARAIBES ATLANT.,CAJ,FRANCE,36,NO
2025,CHINA AIRLINES,CAL,TAIWAN,10779,NO
2024,CHINA AIRLINES,CAL,TAIWAN,10449,NO
2023,CHINA AIRLINES,CAL,TAIWAN,9488,NO
2019,CHINA AIRLINES,CAL,TAIWAN,3626,NO
2019,AVINCIS AVIATION ITALIA S.P.A.,CAN,ITALY,22,NO
2024,AVINCIS AVIATION ITALIA S.P.A.,CAN,ITALY,12,NO
2025,AVINCIS AVIATION ITALIA S.P.A.,CAN,ITALY,12,NO
2023,AVINCIS AVIATION ITALIA S.P.A.,CAN,ITALY,10,NO
2025,"AIR CHINA CARGO CO., LTD",CAO,CHINA,7002,NO
2024,"AIR CHINA CARGO CO., LTD",CAO,CHINA,4216,NO
2023,"AIR CHINA CARGO CO., LTD",CAO,CHINA,3082,NO
2019,"AIR CHINA CARGO CO., LTD",CAO,CHINA,1685,NO
2025,COPENHAGEN AIRTAXI,CAT,DENMARK,2834,NO
2024,COPENHAGEN AIRTAXI,CAT,DENMARK,2147,NO
2023,COPENHAGEN AIRTAXI,CAT,DENMARK,1873,NO
2019,COPENHAGEN AIRTAXI,CAT,DENMARK,83,NO
2023,CALM AIR,CAV,CANADA,6,NO
2019,COMAIR (KULULA),CAW,SOUTH AFRICA,217,NO
2024,CAYMAN AIRWAYS,CAY,CAYMAN ISLANDS,54,NO
2023,CAYMAN AIRWAYS,CAY,CAYMAN ISLANDS,18,NO
2024,CAT AVIATION AG,CAZ,SWITZERLAND,1453,NO
2019,CAT AVIATION AG,CAZ,SWITZERLAND,1309,NO
2023,CAT AVIATION AG,CAZ,SWITZERLAND,1223,NO
2025,CAT AVIATION AG,CAZ,SWITZERLAND,1125,NO
2023,AIR NAVIGATION LK,CBA,CZECH REPUBLIC,335,NO
2025,AIR NAVIGATION LK,CBA,CZECH REPUBLIC,325,NO
2024,AIR NAVIGATION LK,CBA,CZECH REPUBLIC,291,NO
2019,AIR NAVIGATION LK,CBA,CZECH REPUBLIC,212,NO
2025,"JH TRANSPORTATION, LLC",CBE,USA,6,NO
2024,GUANGXI BEIBU,CBG,CHINA,371,NO
2025,GUANGXI BEIBU,CBG,CHINA,254,NO
2023,GUANGXI BEIBU,CBG,CHINA,51,NO
2019,GUANGXI BEIBU,CBG,CHINA,5,NO
2025,BEIJING CAPITAL AIR.,CBJ,CHINA,1778,NO
2024,BEIJING CAPITAL AIR.,CBJ,CHINA,1438,NO
2019,BEIJING CAPITAL AIR.,CBJ,CHINA,737,NO
2023,BEIJING CAPITAL AIR.,CBJ,CHINA,497,NO
2019,DRAGONFLY AVTN SVCS,CBM,UNITED KINGDOM,885,NO
2025,DRAGONFLY AVTN SVCS,CBM,UNITED KINGDOM,837,NO
2024,DRAGONFLY AVTN SVCS,CBM,UNITED KINGDOM,702,NO
2023,DRAGONFLY AVTN SVCS,CBM,UNITED KINGDOM,673,NO
2025,AIR CHINA LIMITED,CCA,CHINA,26893,NO
2024,AIR CHINA LIMITED,CCA,CHINA,24311,NO
2019,AIR CHINA LIMITED,CCA,CHINA,15827,NO
2023,AIR CHINA LIMITED,CCA,CHINA,13033,NO
2019,AIR CARGO GLOBAL,CCC,SLOVAK REPUBLIC,278,NO
2025,AIR CORSICA,CCM,FRANCE,23707,NO
2024,AIR CORSICA,CCM,FRANCE,23622,NO
2023,AIR CORSICA,CCM,FRANCE,22796,NO
2019,AIR CORSICA,CCM,FRANCE,8395,NO
2025,ZHEJIANG AIRLINES,CDC,CHINA,608,NO
2024,ZHEJIANG AIRLINES,CDC,CHINA,99,NO
2023,"SOUTHERN JET CO.,LTD",CDC,CHINA,4,NO
2024,US AVIATION CORP,CDE,USA,5,NO
2025,RSM LINING SUPPLIES GLOBAL LTD,CDE,UNITED KINGDOM,2,NO
2023,SHANDONG AIRLINES,CDG,CHINA,195,NO
2025,SHANDONG AIRLINES,CDG,CHINA,107,NO
2024,SHANDONG AIRLINES,CDG,CHINA,101,NO
2025,AEROCLUB DE REUS,CDT,SPAIN,94,NO
2024,AEROCLUB DE REUS,CDT,SPAIN,3,NO
2019,SKOL AIRLINE LLC,CDV,RUSSIAN FEDERATION,6,NO
2024,CEBU PACIFIC AIR,CEB,PHILIPPINES,4958,NO
2025,CEBU PACIFIC AIR,CEB,PHILIPPINES,4168,NO
2023,CEBU PACIFIC AIR,CEB,PHILIPPINES,4092,NO
2024,MIL CZECH REPUBLIC,CEF,CZECH REPUBLIC,1368,NO
2023,MIL CZECH REPUBLIC,CEF,CZECH REPUBLIC,1228,NO
2025,MIL CZECH REPUBLIC,CEF,CZECH REPUBLIC,1198,NO
2019,MIL CZECH REPUBLIC,CEF,CZECH REPUBLIC,1071,NO
2019,CEIBA,CEL,EQUATORIAL GUINEA,400,NO
2023,CEIBA,CEL,EQUATORIAL GUINEA,30,NO
2023,ET EKSEKUTIF TRAVYA,CEO,INDONESIA,628,NO
2024,ET EKSEKUTIF TRAVYA,CEO,INDONESIA,608,NO
2025,CHINA EASTERN,CES,CHINA,27016,NO
2024,CHINA EASTERN,CES,CHINA,20543,NO
2023,CHINA EASTERN,CES,CHINA,8605,NO
2019,CHINA EASTERN,CES,CHINA,7792,NO
2023,AIR CENTURY,CEY,DOMINICAN REPUBLIC,617,NO
2025,AIR CENTURY,CEY,DOMINICAN REPUBLIC,267,NO
2024,AIR CENTURY,CEY,DOMINICAN REPUBLIC,232,NO
2019,AIR CENTURY,CEY,DOMINICAN REPUBLIC,24,NO
2024,MIL CANADA,CFC,CANADA,2616,NO
2023,MIL CANADA,CFC,CANADA,2468,NO
2025,MIL CANADA,CFC,CANADA,2388,NO
2019,MIL CANADA,CFC,CANADA,1644,NO
2025,CRANFIELD INSTITUTE,CFD,UNITED KINGDOM,45,NO
2023,CRANFIELD INSTITUTE,CFD,UNITED KINGDOM,43,NO
