YEAR,LEGAL_NAME,ICAO,ICAO_COUNTRY_NAME,TRAFFIC,OUT_OF_BUSINESS
2025,ASAJET AIRLINES,SJT,IRAN,6,NO
2025,SUPER AIR JET,SJV,INDONESIA,11924,NO
2024,SUPER AIR JET,SJV,INDONESIA,9805,NO
2023,SUPER AIR JET,SJV,INDONESIA,8144,NO
2023,STARLUX AIRLINES,SJX,TAIWAN,2064,NO
2024,STARLUX AIRLINES,SJX,TAIWAN,1807,NO
2025,STARLUX AIRLINES,SJX,TAIWAN,1775,NO
2019,STARLUX AIRLINES,SJX,TAIWAN,4,NO
2025,SRIWIJAYA AIR,SJY,INDONESIA,482,NO
2024,SRIWIJAYA AIR,SJY,INDONESIA,268,NO
2023,SRIWIJAYA AIR,SJY,INDONESIA,232,NO
2019,SKY AIRLINE,SKU,CHILE,56,NO
2024,SKY AIRLINE,SKU,CHILE,30,NO
2023,SKY AIRLINE,SKU,CHILE,12,NO
2025,SPEEDWINGS BUSINESS SA,SKV,AUSTRIA,937,NO
2024,SPEEDWINGS BUSINESS SA,SKV,AUSTRIA,553,NO
2023,SPEEDWINGS BUSINESS SA,SKV,AUSTRIA,317,NO
2024,SKYMARK AIRLINES INC,SKY,JAPAN,3,NO
2019,EXO -2T CYPRUS,SKY,CYPRUS,1,NO
2019,SILVER AIR SRO,SLD,CZECH REPUBLIC,754,NO
2023,SILVER AIR SRO,SLD,CZECH REPUBLIC,630,NO
2025,NAC,SLE,SOUTH AFRICA,411,NO
2024,NAC,SLE,SOUTH AFRICA,192,NO
2025,SKYLINE AIRLINES,SLF,KYRGYZSTAN,101,NO
2023,SLAM LAVORI AEREI S.R.L.,SLJ,ITALY,1845,NO
2025,SLAM LAVORI AEREI S.R.L.,SLJ,ITALY,1826,NO
2024,SLAM LAVORI AEREI S.R.L.,SLJ,ITALY,1645,NO
2019,SLAM LAVORI AEREI S.R.L.,SLJ,ITALY,1177,NO
2024,SURINAM AIRWAYS LTD,SLM,SURINAM,654,NO
2025,SURINAM AIRWAYS LTD,SLM,SURINAM,576,NO
2023,SURINAM AIRWAYS LTD,SLM,SURINAM,408,NO
2019,SURINAM AIRWAYS LTD,SLM,SURINAM,399,NO
2019,SLOANE HELICOPTERS,SLN,UNITED KINGDOM,12,NO
2024,SUPER LEGACY XP LTD,SLS,UNITED KINGDOM,484,NO
2023,SUPER LEGACY XP LTD,SLS,UNITED KINGDOM,464,NO
2025,SUPER LEGACY XP LTD,SLS,UNITED KINGDOM,440,NO
2025,SKYMARK EXECUTIVE SRL,SMB,SAN MARINO,360,NO
2024,SKYMARK EXECUTIVE SRL,SMB,SAN MARINO,106,NO
2023,SKYMARK EXECUTIVE,SMB,UNITED ARAB EMIRATES,24,NO
2019,COMLUX SAN MARINO S.R.L.,SMC,SAN MARINO,42,NO
2025,SMART AVIATION HE,SME,EGYPT,461,NO
2019,SMART AVIATION HE,SME,EGYPT,455,NO
2023,SMART AVIATION HE,SME,EGYPT,214,NO
2024,SMART AVIATION HE,SME,EGYPT,128,NO
2023,SAN MARINO EXECUTIVE AVIATION S.R.L.,SMF,SAN MARINO,309,NO
2024,SAN MARINO EXECUTIVE AVIATION S.R.L.,SMF,SAN MARINO,22,NO
2019,SAN MARINO EXECUTIVE AVIATION S.R.L.,SMF,SAN MARINO,8,NO
2025,SAN MARINO EXECUTIVE AVIATION S.R.L.,SMF,SAN MARINO,5,NO
2023,SMARTLINE LUFTFAHRT GMBH,SMG,AUSTRIA,2,NO
2019,SKYLINE AVIATION LTD.,SML,SAN MARINO,303,NO
2019,PRIMA AVIATION S.R.L.,SMP,SAN MARINO,156,NO
2023,SOMON AIR,SMR,TAJIKISTAN,565,NO
2024,SOMON AIR,SMR,TAJIKISTAN,531,NO
2025,SOMON AIR,SMR,TAJIKISTAN,495,NO
2019,SOMON AIR,SMR,TAJIKISTAN,471,NO
2024,AIR CARGO CARRIERS,SNC,USA,305,NO
2025,AIR CARGO CARRIERS,SNC,USA,297,NO
2023,AIR CARGO CARRIERS,SNC,USA,230,NO
2023,SKYTRADERS PTY,SND,AUSTRALIA,137,NO
2025,SKYTRADERS PTY,SND,AUSTRALIA,5,NO
2024,SKYTRADERS PTY,SND,AUSTRALIA,2,NO
2023,SERVIZI AEREI,SNM,ITALY,594,NO
2019,SERVIZI AEREI,SNM,ITALY,589,NO
2024,SERVIZI AEREI,SNM,ITALY,515,NO
2025,SERVIZI AEREI,SNM,ITALY,481,NO
2023,ACASS IRELAND LIMITED,SON,IRELAND,683,NO
2024,ACASS IRELAND LIMITED,SON,IRELAND,501,NO
2025,ACASS IRELAND LIMITED,SON,IRELAND,205,NO
2019,SOUTHERN AIR,SOO,USA,2013,NO
2019,SOLINAIR  D.O.O.,SOP,SLOVENIA,89,NO
2023,SOLINAIR  D.O.O.,SOP,SLOVENIA,51,NO
2024,SOLINAIR  D.O.O.,SOP,SLOVENIA,47,NO
2025,SOLINAIR  D.O.O.,SOP,SLOVENIA,7,NO
2019,PINK SPARROW GMBH,SOW,AUSTRIA,774,NO
2019,JET AIRLINES JSC,SOZ,KAZAKHSTAN,55,NO
2019,SPEEDWINGS BUSINESS SA,SPG,AUSTRIA,2153,NO
2025,PHUQUOC AIRWAYS,SPQ,VIETNAM,5,NO
2023,PAL AEROSPACE LTD,SPR,CANADA,352,NO
2024,PAL AEROSPACE LTD,SPR,CANADA,306,NO
2025,PAL AEROSPACE LTD,SPR,CANADA,302,NO
2023,"SERVICIOS POLITECNICOS AEREOS, S.A.",SPS,SPAIN,261,NO
2024,"SERVICIOS POLITECNICOS AEREOS, S.A.",SPS,SPAIN,150,NO
2025,"SERVICIOS POLITECNICOS AEREOS, S.A.",SPS,SPAIN,126,NO
2019,"SERVICIOS POLITECNICOS AEREOS, S.A.",SPS,SPAIN,122,NO
2019,MIL SLOVAKIA,SQF,SLOVAK REPUBLIC,703,NO
2025,MIL SLOVAKIA,SQF,SLOVAK REPUBLIC,576,NO
2023,MIL SLOVAKIA,SQF,SLOVAK REPUBLIC,395,NO
2024,MIL SLOVAKIA,SQF,SLOVAK REPUBLIC,395,NO
2019,SKYUP AIRLINES LLC,SQP,UKRAINE,11193,NO
2023,SKYUP AIRLINES LLC,SQP,UKRAINE,1001,NO
2024,SKYUP AIRLINES LLC,SQP,UKRAINE,68,NO
2025,SKYUP AIRLINES LLC,SQP,UKRAINE,41,NO
2025,SKY UP NISTRU,SQY,MOLDOVA,1730,NO
2025,SAUDI ROYAL AVIATION,SRA,SAUDI ARABIA,158,NO
2024,SAUDI ROYAL AVIATION,SRA,SAUDI ARABIA,70,NO
2023,SAUDI ROYAL AVIATION,SRA,SAUDI ARABIA,68,NO
2024,KOMANDA VAZDUHOPLOVSTVA I PROTIVOVAZDUHOPLOVNE OBRANE,SRB,SERBIA,35,NO
2025,KOMANDA VAZDUHOPLOVSTVA I PROTIVOVAZDUHOPLOVNE OBRANE,SRB,SERBIA,35,NO
2023,KOMANDA VAZDUHOPLOVSTVA I PROTIVOVAZDUHOPLOVNE OBRANE,SRB,SERBIA,26,NO
2023,EATIS,SRK,FRANCE,1,NO
2019,SPRINTAIR SA,SRN,POLAND,4992,NO
2023,SPRINTAIR SA,SRN,POLAND,4297,NO
2024,SPRINTAIR SA,SRN,POLAND,4176,NO
2025,SPRINTAIR SA,SRN,POLAND,3661,NO
2025,MAERSK AIR CARGO A/S,SRR,DENMARK,10896,NO
2024,MAERSK AIR CARGO A/S,SRR,DENMARK,10001,NO
2019,MAERSK AIR CARGO A/S,SRR,DENMARK,9771,NO
2023,MAERSK AIR CARGO A/S,SRR,DENMARK,8670,NO
2019,SORENS AERO SM S.R.L.,SSE,SAN MARINO,154,NO
2025,SEVERSTAL,SSF,RUSSIAN FEDERATION,637,NO
2024,SEVERSTAL,SSF,RUSSIAN FEDERATION,581,NO
2019,SEVERSTAL,SSF,RUSSIAN FEDERATION,567,NO
2023,SEVERSTAL,SSF,RUSSIAN FEDERATION,560,NO
2019,GOVERNMENT SLOVAKIA,SSG,SLOVAK REPUBLIC,692,NO
2025,GOVERNMENT SLOVAKIA,SSG,SLOVAK REPUBLIC,508,NO
2024,GOVERNMENT SLOVAKIA,SSG,SLOVAK REPUBLIC,477,NO
2023,GOVERNMENT SLOVAKIA,SSG,SLOVAK REPUBLIC,407,NO
2019,STARSPEED LTD,SSP,UNITED KINGDOM,50,NO
2025,STARSPEED LTD,SSP,UNITED KINGDOM,13,NO
2024,STARSPEED LTD,SSP,UNITED KINGDOM,2,NO
2024,SARDINIAN SKY SERVIC,SSR,ITALY,860,NO
2023,SARDINIAN SKY SERVIC,SSR,ITALY,792,NO
2025,SARDINIAN SKY SERVIC,SSR,ITALY,789,NO
2019,SARDINIAN SKY SERVIC,SSR,ITALY,421,NO
2019,SPECSAVERS AVTN,SSZ,UNITED KINGDOM,1451,NO
2023,SPECSAVERS AVTN,SSZ,UNITED KINGDOM,1157,NO
2025,SPECSAVERS AVTN,SSZ,UNITED KINGDOM,1156,NO
2024,SPECSAVERS AVTN,SSZ,UNITED KINGDOM,1122,NO
2025,ST BARTH EXECUTIVE,STB,FRANCE,2499,NO
2024,ST BARTH EXECUTIVE,STB,FRANCE,1862,NO
2023,STAR AIRWAYS ALBANIA,STB,ALBANIA,1215,NO
2019,STOBART AIR,STK,IRELAND,31160,YES
2023,STAPLEFORD FLT CNTRE,STL,UNITED KINGDOM,262,NO
2024,STAPLEFORD FLT CNTRE,STL,UNITED KINGDOM,254,NO
2025,STAPLEFORD FLT CNTRE,STL,UNITED KINGDOM,227,NO
2025,SKYSTREAM,STM,ESTONIA,135,NO
2024,SKYSTREAM,STM,ESTONIA,112,NO
2023,SKYSTREAM,STM,ESTONIA,1,NO
2025,SAO TOME E PRINCIPE,STP,SAO TOME AND PRINCIP,119,NO
2023,SAO TOME E PRINCIPE,STP,SAO TOME AND PRINCIP,116,NO
2019,SAO TOME E PRINCIPE,STP,SAO TOME AND PRINCIP,105,NO
2024,SAO TOME E PRINCIPE,STP,SAO TOME AND PRINCIP,104,NO
2019,STAR WINGS DORTMUND,STQ,GERMANY,1278,NO
2023,STAR WINGS DORTMUND,STQ,GERMANY,1236,NO
2024,STAR WINGS DORTMUND,STQ,GERMANY,1038,NO
2025,STAR WINGS DORTMUND,STQ,GERMANY,1028,NO
2025,SOUTHWIND AIRLINES,STW,TÜRKIYE,9236,NO
2024,SOUTHWIND AIRLINES,STW,TÜRKIYE,6654,NO
2023,SOUTHWIND AIRLINES,STW,TÜRKIYE,5719,NO
2024,SILESIA AIR S.R.O.,SUA,CZECH REPUBLIC,1557,NO
2019,SILESIA AIR S.R.O.,SUA,CZECH REPUBLIC,1327,NO
2025,SILESIA AIR S.R.O.,SUA,CZECH REPUBLIC,1241,NO
2023,SILESIA AIR S.R.O.,SUA,CZECH REPUBLIC,947,NO
2025,SUDAN AIRWAYS,SUD,SUDAN,2,YES
2019,MIL SWITZERLAND,SUI,SWITZERLAND,2403,NO
2025,MIL SWITZERLAND,SUI,SWITZERLAND,1957,NO
2024,MIL SWITZERLAND,SUI,SWITZERLAND,1847,NO
2023,MIL SWITZERLAND,SUI,SWITZERLAND,1803,NO
2023,AVIATION RESCUE RUS,SUM,RUSSIAN FEDERATION,523,NO
2024,AVIATION RESCUE RUS,SUM,RUSSIAN FEDERATION,283,NO
2025,AVIATION RESCUE RUS,SUM,RUSSIAN FEDERATION,197,NO
2019,AVIATION RESCUE RUS,SUM,RUSSIAN FEDERATION,193,NO
2025,SUPERIOR AIR,SUQ,GREECE,6,NO
2023,SUPERIOR AIR,SUQ,GREECE,5,NO
2024,SUPERIOR AIR,SUQ,GREECE,5,NO
2019,SUPERIOR AIR,SUQ,GREECE,2,NO
2019,SUN-AIR OF SCANDINAVIA ,SUS,DENMARK,9464,NO
2023,SUN-AIR OF SCANDINAVIA ,SUS,DENMARK,3347,NO
2024,SUN-AIR OF SCANDINAVIA ,SUS,DENMARK,2293,NO
2025,SUN-AIR OF SCANDINAVIA ,SUS,DENMARK,1287,NO
2025,SUMMIT AIR LTD.,SUT,CANADA,230,NO
2023,SUMMIT AIR LTD.,SUT,CANADA,136,NO
2024,SUMMIT AIR LTD.,SUT,CANADA,46,NO
2025,ZEUSCH AVIATION,SUZ,NETHERLANDS,730,NO
2024,ZEUSCH AVIATION,SUZ,NETHERLANDS,626,NO
2023,ZEUSCH AVIATION,SUZ,NETHERLANDS,31,NO
2025,SAUDIA,SVA,SAUDI ARABIA,33952,NO
2024,SAUDIA,SVA,SAUDI ARABIA,30195,NO
2023,SAUDIA,SVA,SAUDI ARABIA,28308,NO
2019,SAUDIA,SVA,SAUDI ARABIA,28043,NO
2025,MIL SWEDEN,SVF,SWEDEN,963,NO
2024,MIL SWEDEN,SVF,SWEDEN,862,NO
2023,MIL SWEDEN,SVF,SWEDEN,791,NO
2019,MIL SWEDEN,SVF,SWEDEN,602,NO
2025,SKY VISION AIRLINES,SVI,EGYPT,1154,NO
2024,SKY VISION AIRLINES,SVI,EGYPT,957,NO
2019,JOINT STOCK COMPANY URAL AIRLINES,SVR,RUSSIAN FEDERATION,20927,NO
2024,JOINT STOCK COMPANY URAL AIRLINES,SVR,RUSSIAN FEDERATION,11643,NO
2025,JOINT STOCK COMPANY URAL AIRLINES,SVR,RUSSIAN FEDERATION,10971,NO
2023,JOINT STOCK COMPANY URAL AIRLINES,SVR,RUSSIAN FEDERATION,6730,NO
2023,SAS LINK AB,SVS,SWEDEN,10,NO
2024,SAS LINK AB,SVS,SWEDEN,2,NO
2019,GLOBAL JET LUXEMBOURG,SVW,LUXEMBOURG,6041,NO
2024,GLOBAL JET LUXEMBOURG,SVW,LUXEMBOURG,5203,NO
2025,GLOBAL JET LUXEMBOURG,SVW,LUXEMBOURG,5058,NO
2023,GLOBAL JET LUXEMBOURG,SVW,LUXEMBOURG,4775,NO
2025,"METREA SPECIAL AEROSPACE, ISR, INC.",SWB,USA,55,NO
2023,HELIAIR SWEDEN AB,SWC,SWEDEN,88,NO
2025,HELIAIR SWEDEN AB,SWC,SWEDEN,76,NO
2024,HELIAIR SWEDEN AB,SWC,SWEDEN,44,NO
2019,HELIAIR SWEDEN AB,SWC,SWEDEN,11,NO
2023,KOMMUNALFORBUNDET SVENSKT AMBULANSFLYG,SWE,SWEDEN,6585,NO
2024,KOMMUNALFORBUNDET SVENSKT AMBULANSFLYG,SWE,SWEDEN,6107,NO
2025,KOMMUNALFORBUNDET SVENSKT AMBULANSFLYG,SWE,SWEDEN,5941,NO
2023,SUNWING AIRLINES,SWG,CANADA,219,NO
2019,SUNWING AIRLINES,SWG,CANADA,128,NO
2024,SUNWING AIRLINES,SWG,CANADA,100,NO
2025,SUNWING AIRLINES,SWG,CANADA,41,NO
2025,SKY ANGKOR,SWM,CAMBODIA,14,NO
2019,SKY ANGKOR,SWM,CAMBODIA,13,NO
2023,SKY ANGKOR,SWM,CAMBODIA,6,NO
2024,SKY ANGKOR,SWM,CAMBODIA,2,NO
2019,WEST ATLANTIC SWEDEN AB,SWN,SWEDEN,6037,NO
2023,WEST ATLANTIC SWEDEN AB,SWN,SWEDEN,3128,NO
2025,WEST ATLANTIC SWEDEN AB,SWN,SWEDEN,851,NO
2024,WEST ATLANTIC SWEDEN AB,SWN,SWEDEN,523,NO
2019,SWIFT AIR LLC,SWQ,USA,57,NO
2023,SWIFT AIR LLC,SWQ,USA,4,NO
2019,SWISS INTERNATIONAL AIRLINES LTD,SWR,SWITZERLAND,153311,NO
2025,SWISS INTERNATIONAL AIRLINES LTD,SWR,SWITZERLAND,144395,NO
2024,SWISS INTERNATIONAL AIRLINES LTD,SWR,SWITZERLAND,143500,NO
2023,SWISS INTERNATIONAL AIRLINES LTD,SWR,SWITZERLAND,131291,NO
2025,SWIFTAIR ESPANA,SWT,SPAIN,21228,NO
2023,SWIFTAIR ESPANA,SWT,SPAIN,19562,NO
2024,SWIFTAIR ESPANA,SWT,SPAIN,18872,NO
2019,SWIFTAIR ESPANA,SWT,SPAIN,15220,NO
2025,SKY ALPS SRL,SWU,ITALY,7256,NO
2024,SKY ALPS SRL,SWU,ITALY,6288,NO
2023,SKY ALPS SRL,SWU,ITALY,2275,NO
2025,SVENSK LUFTAMBULANS,SWV,SWEDEN,95,NO
2023,SVENSK LUFTAMBULANS,SWV,SWEDEN,71,NO
2024,SVENSK LUFTAMBULANS,SWV,SWEDEN,68,NO
2019,SVENSK LUFTAMBULANS,SWV,SWEDEN,10,NO
2023,SWISS PRIVATE JET SA,SWW,SWITZERLAND,626,NO
2025,SWISS PRIVATE JET SA,SWW,SWITZERLAND,609,NO
2024,SWISS PRIVATE JET SA,SWW,SWITZERLAND,525,NO
2025,WERMLANDSFLYG AB,SWX,SWEDEN,175,NO
2024,WERMLANDSFLYG AB,SWX,SWEDEN,165,NO
2019,SOUTHERN CROSS USA,SXA,USA,16,NO
2024,SOUTHERN CROSS USA,SXA,USA,10,NO
2023,SOUTHERN CROSS USA,SXA,USA,7,NO
2019,SUNEXPRESS DEUTSCHL.,SXD,GERMANY,8901,YES
2023,SOUTHERN CROSS INTERNATIONAL,SXI,NETHERLANDS,250,NO
2019,SOUTHERN CROSS INTERNATIONAL,SXI,NETHERLANDS,197,NO
2024,SOUTHERN CROSS INTERNATIONAL,SXI,NETHERLANDS,173,NO
2025,SOUTHERN CROSS INTERNATIONAL,SXI,NETHERLANDS,84,NO
2019,SAXONAIR CHARTER LTD,SXN,UNITED KINGDOM,1953,NO
2023,SAXONAIR CHARTER LTD,SXN,UNITED KINGDOM,1404,NO
2024,SAXONAIR CHARTER LTD,SXN,UNITED KINGDOM,955,NO
2025,SAXONAIR CHARTER LTD,SXN,UNITED KINGDOM,923,NO
2025,SUNEXPRESS (GÜNES EKSPRES HAVACILIK A.S.),SXS,TÜRKIYE,102424,NO
2024,SUNEXPRESS (GÜNES EKSPRES HAVACILIK A.S.),SXS,TÜRKIYE,93434,NO
2023,SUNEXPRESS (GÜNES EKSPRES HAVACILIK A.S.),SXS,TÜRKIYE,79627,NO
2019,SUNEXPRESS (GÜNES EKSPRES HAVACILIK A.S.),SXS,TÜRKIYE,56323,NO
2023,SYPHAX AIRLINES,SYA,TUNISIA,3,NO
2025,SKYSERVICE BUSINESS AVTN INC.,SYB,CANADA,2423,NO
2023,SKYSERVICE BUSINESS AVTN INC.,SYB,CANADA,2201,NO
2024,SKYSERVICE BUSINESS AVTN INC.,SYB,CANADA,1864,NO
2019,SKYSERVICE BUSINESS AVTN INC.,SYB,CANADA,485,NO
2019,ASCEND AIRWAYS LIMITED,SYG,UNITED KINGDOM,883,NO
2023,ASCEND AIRWAYS LIMITED,SYG,UNITED KINGDOM,500,NO
2025,ASCEND AIRWAYS LIMITED,SYG,UNITED KINGDOM,307,NO
2024,ASCEND AIRWAYS LIMITED,SYG,UNITED KINGDOM,158,NO
2019,YAKUTIA AIRCOMPANY J,SYL,RUSSIAN FEDERATION,244,NO
2024,YAKUTIA AIRCOMPANY J,SYL,RUSSIAN FEDERATION,220,NO
2023,YAKUTIA AIRCOMPANY J,SYL,RUSSIAN FEDERATION,106,NO
2025,SYRIAN ARAB AIRLINES,SYR,SYRIA,2398,NO
2019,SYRIAN ARAB AIRLINES,SYR,SYRIA,424,NO
2023,SYRIAN ARAB AIRLINES,SYR,SYRIA,206,NO
2024,SYRIAN ARAB AIRLINES,SYR,SYRIA,132,NO
2019,SKY UNLIMITED WEZUP,SYU,NETHERLANDS,4,NO
2023,STAR FLY WINGS DOO,SYW,SERBIA,6,NO
2023,AIR SENEGAL,SZN,SENEGAL,2246,NO
2024,AIR SENEGAL,SZN,SENEGAL,1810,NO
2025,AIR SENEGAL,SZN,SENEGAL,1320,NO
2019,AIR SENEGAL,SZN,SENEGAL,754,NO
2023,SAS IRELAND,SZS,IRELAND,59,NO
2024,SAS IRELAND,SZS,IRELAND,43,NO
2019,SAS IRELAND,SZS,IRELAND,9,NO
2025,SAS IRELAND,SZS,IRELAND,1,NO
2023,TAG AVIATION SAN MARINO SRL,TAG,SAN MARINO,323,NO
2024,FALCON AVIATION SERV,TAG,UNITED ARAB EMIRATES,18,NO
2024,AIR ANKA INC,TAH,TÜRKIYE,1782,NO
2025,AIR ANKA INC,TAH,TÜRKIYE,915,NO
2023,AIR ANKA INC,TAH,TÜRKIYE,391,NO
2023,TACA,TAI,EL SALVADOR,186,NO
2024,TACA,TAI,EL SALVADOR,137,NO
2025,TAM LINHAS AEREAS,TAM,BRAZIL,7278,NO
2024,TAM LINHAS AEREAS,TAM,BRAZIL,6790,NO
2023,TAM LINHAS AEREAS,TAM,BRAZIL,6305,NO
2019,TAM LINHAS AEREAS,TAM,BRAZIL,5945,NO
2019,AEROMAR AIRLINES,TAO,MEXICO,7,NO
2023,AEROMAR AIRLINES,TAO,MEXICO,5,NO
2019,"TAP-TRANSPORTES AÉREOS PORTUGUESES, S.A.",TAP,PORTUGAL,137238,NO
2023,"TAP-TRANSPORTES AÉREOS PORTUGUESES, S.A.",TAP,PORTUGAL,120008,NO
2025,"TAP-TRANSPORTES AÉREOS PORTUGUESES, S.A.",TAP,PORTUGAL,119144,NO
2024,"TAP-TRANSPORTES AÉREOS PORTUGUESES, S.A.",TAP,PORTUGAL,118202,NO
2019,TUNIS AIR,TAR,TUNISIA,27584,NO
2024,TUNIS AIR,TAR,TUNISIA,19576,NO
2023,TUNIS AIR,TAR,TUNISIA,18987,NO
2025,TUNIS AIR,TAR,TUNISIA,18253,NO
2023,THAI AIRASIA X CO.,TAX,THAILAND,476,NO
2024,THAI AIRASIA X CO.,TAX,THAILAND,273,NO
2025,THAI AIRASIA X CO.,TAX,THAILAND,84,NO
2019,THAI AIRASIA X CO.,TAX,THAILAND,8,NO
2019,ASL AIRLINES BELGIUM,TAY,BELGIUM,26532,NO
2024,ASL AIRLINES BELGIUM,TAY,BELGIUM,24236,NO
2025,ASL AIRLINES BELGIUM,TAY,BELGIUM,24080,NO
2023,ASL AIRLINES BELGIUM,TAY,BELGIUM,23769,NO
2019,TIBET AIRLINES,TBA,CHINA,124,NO
2023,TBILISI AIRWAYS LLC,TBC,GEORGIA,149,NO
2024,TBILISI AIRWAYS LLC,TBC,GEORGIA,6,NO
2025,TBILISI AIRWAYS LLC,TBC,GEORGIA,4,NO
2019,TAG AVIATION ASIA LTD,TBJ,CHINA,1424,NO
2025,TAG AVIATION ASIA LTD,TBJ,CHINA,1065,NO
2023,TAG AVIATION ASIA LTD,TBJ,CHINA,1046,NO
2024,TAG AVIATION ASIA LTD,TBJ,CHINA,1003,NO
2019,TABAN AIR,TBN,IRAN,725,NO
2025,TABAN AIR,TBN,IRAN,504,NO
2024,TABAN AIR,TBN,IRAN,234,NO
2023,TABAN AIR,TBN,IRAN,107,NO
2024,ATA AIRLINES,TBZ,IRAN,1891,NO
2025,ATA AIRLINES,TBZ,IRAN,1406,NO
2023,ATA AIRLINES,TBZ,IRAN,1234,NO
2019,ATA AIRLINES,TBZ,IRAN,588,NO
2023,TRANSPORTES CHARTER,TCJ,BRAZIL,46,NO
2019,"TACV-TRANSPORTES AÉREOS DE CABO VERDE, S.A.",TCV,CABO VERDE,1627,NO
2024,"TACV-TRANSPORTES AÉREOS DE CABO VERDE, S.A.",TCV,CABO VERDE,1172,NO
2025,"TACV-TRANSPORTES AÉREOS DE CABO VERDE, S.A.",TCV,CABO VERDE,1118,NO
2023,"TACV-TRANSPORTES AÉREOS DE CABO VERDE, S.A.",TCV,CABO VERDE,759,NO
2019,THOMAS COOK AIRLINES LTD,TCX,UNITED KINGDOM,30722,NO
2023,TRADE AIR,TDR,CROATIA,4895,NO
2024,TRADE AIR,TDR,CROATIA,3914,NO
2025,TRADE AIR,TDR,CROATIA,3114,NO
2019,TRADE AIR,TDR,CROATIA,2460,NO
2019,AEROTRADERS KFT,TDS,HUNGARY,1,NO
2019,ATLAS HELICOPTERS,TDT,UNITED KINGDOM,36,NO
2025,ATLAS HELICOPTERS,TDT,UNITED KINGDOM,19,NO
2019,TAESPEJO PORTUGAL,TES,PORTUGAL,483,NO
2025,TAESPEJO PORTUGAL,TES,PORTUGAL,401,NO
2024,TAESPEJO PORTUGAL,TES,PORTUGAL,393,NO
2023,TAESPEJO PORTUGAL,TES,PORTUGAL,301,NO
2019,TAG AVIATION MALTA,TEU,MALTA,1349,NO
2024,TAG AVIATION MALTA,TEU,MALTA,1330,NO
2025,TAG AVIATION MALTA,TEU,MALTA,1072,NO
2023,TAG AVIATION MALTA,TEU,MALTA,998,NO
2025,TALON AIR,TFF,USA,2168,NO
2023,TALON AIR,TFF,USA,1987,NO
2024,TALON AIR,TFF,USA,1956,NO
2019,TALON AIR,TFF,USA,643,NO
2025,TRUSTFLIGHT JERSEY LIMITED,TFJ,UNITED KINGDOM,83,NO
2024,TRUSTFLIGHT JERSEY LIMITED,TFJ,UNITED KINGDOM,81,NO
2023,TRUSTFLIGHT JERSEY LIMITED,TFJ,UNITED KINGDOM,54,NO
2025,TUI NED. ARKEFLY,TFL,NETHERLANDS,13047,NO
2019,TUI NED. ARKEFLY,TFL,NETHERLANDS,12978,NO
2023,TUI NED. ARKEFLY,TFL,NETHERLANDS,12625,NO
2024,TUI NED. ARKEFLY,TFL,NETHERLANDS,12302,NO
2023,TAYSIDE AVIATION LTD,TFY,UNITED KINGDOM,19,NO
2019,TAYSIDE AVIATION LTD,TFY,UNITED KINGDOM,15,NO
2025,TRIGANA AIR SERVICE,TGN,INDONESIA,1132,NO
2024,TRIGANA AIR SERVICE,TGN,INDONESIA,1007,NO
2023,TRIGANA AIR SERVICE,TGN,INDONESIA,130,NO
2019,SAAB,TGT,SWEDEN,427,NO
2023,SAAB,TGT,SWEDEN,234,NO
2024,SAAB,TGT,SWEDEN,203,NO
2025,SAAB,TGT,SWEDEN,140,NO
2025,SCOOT PTE LTD.,TGW,SINGAPORE,64979,NO
2024,SCOOT PTE LTD.,TGW,SINGAPORE,59664,NO
2023,SCOOT PTE LTD.,TGW,SINGAPORE,53383,NO
2019,SCOOT PTE LTD.,TGW,SINGAPORE,724,NO
2019,GEORGIAN AIRWAYS,TGZ,GEORGIA,6802,NO
2025,GEORGIAN AIRWAYS,TGZ,GEORGIA,6668,NO
2024,GEORGIAN AIRWAYS,TGZ,GEORGIA,5308,NO
2023,GEORGIAN AIRWAYS,TGZ,GEORGIA,3105,NO
2025,THAI AIRWAYS INTERNATIONAL PUBLIC COMPANY LIMITED,THA,THAILAND,21749,NO
2024,THAI AIRWAYS INTERNATIONAL PUBLIC COMPANY LIMITED,THA,THAILAND,18534,NO
2023,THAI AIRWAYS INTERNATIONAL PUBLIC COMPANY LIMITED,THA,THAILAND,13472,NO
2019,THAI AIRWAYS INTERNATIONAL PUBLIC COMPANY LIMITED,THA,THAILAND,9615,NO
2023,TUSAS - TURK HAVA,THS,TÜRKIYE,9,NO
2019,TUSAS - TURK HAVA,THS,TÜRKIYE,6,NO
2025,TUSAS - TURK HAVA,THS,TÜRKIYE,5,NO
2024,AIR TAHITI NUI,THT,FRANCE,1232,NO
2023,AIR TAHITI NUI,THT,FRANCE,1171,NO
2025,AIR TAHITI NUI,THT,FRANCE,1109,NO
2019,AIR TAHITI NUI,THT,FRANCE,975,NO
2023,TURKISH AIRLINES THY,THY,TÜRKIYE,535720,NO
2019,TURKISH AIRLINES THY,THY,TÜRKIYE,500415,NO
2025,TURKISH AIRLINES THY,THY,TÜRKIYE,445755,NO
2024,TURKISH AIRLINES THY,THY,TÜRKIYE,444913,NO
2019,TIME AIR S.R.O.,TIE,CZECH REPUBLIC,2139,NO
2023,TIME AIR S.R.O.,TIE,CZECH REPUBLIC,1559,NO
2024,TIME AIR S.R.O.,TIE,CZECH REPUBLIC,1318,NO
